男歌手,#geren#
曼殊,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/manshu.m3u8
坠.,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/zhui..m3u8
小兮雅,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/xiaoxiya.m3u8
gifty,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/gifty.m3u8
凝音,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/ningyin.m3u8
多多poi,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/duoduopoi.m3u8
灵魂kk,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/linghunkk.m3u8
djpop,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/djpop.m3u8
以冬,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/yidong.m3u8
彭丽丽,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/penglili.m3u8
林一,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/linyi.m3u8
郑幺幺,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/zhengyaoyao.m3u8
张丽丽,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/zhanglili.m3u8
王玉兰,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/wangyulan.m3u8
抚刺,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/fuci.m3u8
灸舞,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/jiuwu.m3u8
林贝贝,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/linbeibei.m3u8
李佩玲,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/lipeiling.m3u8
蓝又时,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/lanyoushi.m3u8
泽典,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/zedian.m3u8
王丽坤,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/wanglikun.m3u8
陈饼饼,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/chenbingbing.m3u8
刘云喆,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/liuyunzhe.m3u8
sasablue,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/sasablue.m3u8
祁联儿,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/qilianer.m3u8
馅儿,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/xianer.m3u8
莫斯满,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/mosiman.m3u8
陈韵若,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/chenyunruo.m3u8
高春艳,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/gaochunyan.m3u8
小三金,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/xiaosanjin.m3u8
唐筱优,https://raw.githubusercontent.com/langyueyx/vt/main/music/female/tangxiaoyou.m3u8
